섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
기타 금속 가공제품 제조업,"엔드밀, 탭, 드릴",019210,와이지-원,kosdaq,2026-06-17,"20,300","21,900","1,600",7.88,"1,187,550","26,007","8,145"
기타 금융업,"자회사 제품 : IT기기용 정밀 화스너부품(스크류, 샤프트, 스프링)",900070,글로벌에스엠,kosdaq,2026-06-17,"1,205","1,214",9,0.75,"108,076",131,326
기타 금융업,화장품용 진주광택안료,900310,컬러레이,kosdaq,2026-06-17,"1,954","1,979",25,1.28,"93,371",184,253
기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)",078130,국일제지,kosdaq,2026-06-17,"3,945","3,950",5,0.13,"173,703",686,"4,453"
"서적, 잡지 및 기타 인쇄물 출판업",무선가입자망 단말기 및 차량용핸즈프리,036000,예림당,kosdaq,2026-06-17,"3,300","3,300",0,0.0,"44,143",145,760
소프트웨어 개발 및 공급업,모바일게임,205500,넥써쓰,kosdaq,2026-06-17,"2,620","2,690",70,2.67,"1,277,423","3,436","1,724"
소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",950190,고스트스튜디오,kosdaq,2026-06-17,"9,510","9,520",10,0.11,"48,760",464,"1,239"
"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관",079650,서산,kosdaq,2026-06-17,"3,705","4,815","1,110",29.96,"12,034,447","57,945",963
"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘",198440,강동씨앤엘,kosdaq,2026-06-17,"1,430","1,859",429,30.0,"18,129,798","33,703","1,132"
알코올음료 제조업,맥주,276730,한울앤제주,kosdaq,2026-05-13,"15,290","16,920","2,590",18.07,"62,095","1,050",386
일반 목적용 기계 제조업,"강관, 피팅, 밸브류 등",159010,아스플로,kosdaq,2026-06-17,"21,950","22,700",750,3.42,"102,160","2,319","3,026"
자동차 신품 부품 제조업,에어서스펜션 시트/일반고정형 시트/스프링서스펜션 시트,088290,이원컴포텍,kosdaq,2026-06-15,"2,350","2,380",80,3.48,"15,610",37,189
자연과학 및 공학 연구개발업,대사성질환 치료제 등,347850,디앤디파마텍,kosdaq,2026-06-17,"108,100","108,300",200,0.19,"1,791,601","194,030","47,439"
전자부품 제조업,"칩바리스터, 아몰퍼스코어",052710,아모텍,kosdaq,2026-06-16,"30,700","31,900","1,400",4.59,"3,477,588","110,935","4,661"
특수 목적용 기계 제조업,"FPD(Flat Panel Display 평판디스플레이)용 Bonding System 및 In-line System, 카메라모듈장비, 이차전지장비, 메카트로닉스 사업군",109740,디에스케이,kosdaq,2026-06-15,"6,700","6,950",310,4.67,"84,700",588,"1,786"
특수 목적용 기계 제조업,"LED 외관검사장비, 반도체 외관검사장비, 태양전지 외관검사장비등",064290,인텍플러스,kosdaq,2026-06-11,"44,000","48,100","6,150",14.66,"1,333,222","64,127","6,187"
특수 목적용 기계 제조업,"드라이스트립, 드라이클리닝",319660,피에스케이,kosdaq,2026-06-12,"169,900","172,000","9,600",5.91,"706,473","121,513","49,822"
특수 목적용 기계 제조업,반도체 및 디스플레이 제조 장비,122640,예스티,kosdaq,2026-06-17,"33,650","39,850","6,200",18.42,"6,835,128","272,379","8,601"
