섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트 서비스,330860,네패스아크,kosdaq,2026-05-26,"52,000","52,800","2,300",4.55,"256,823","13,560","6,433"
금융 지원 서비스업,금융 지원 서비스,473050,유안타제15호스팩,kosdaq,2026-06-09,"2,080","2,080",0,0.0,"2,397",4,145
금융 지원 서비스업,금융 지원 서비스(기업인수목적회사),474490,유안타제16호스팩,kosdaq,2026-06-12,"2,060","2,060",0,0.0,394,0,113
금융 지원 서비스업,기업인수합병,464440,한국제13호스팩,kosdaq,2026-06-01,"2,115","2,115",0,0.0,"26,547",56,91
기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)",078130,국일제지,kosdaq,2026-05-21,"3,925","3,925",225,6.08,"188,135",738,"4,425"
반도체 제조업,메모리 반도체 테스트,200470,에이팩트,kosdaq,2026-06-12,"11,500","12,230",730,6.35,"990,760","12,116","5,180"
소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",950190,고스트스튜디오,kosdaq,2026-06-12,"9,130","9,310",180,1.97,"14,283",132,"1,211"
"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관",079650,서산,kosdaq,2026-06-12,"1,690","2,195",505,29.88,"404,812",888,439
일반 목적용 기계 제조업,"강관, 피팅, 밸브류 등",159010,아스플로,kosdaq,2026-06-12,"21,850","21,850",0,0.0,"77,050","1,683","2,913"
"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷연동서비스 등,093320,케이아이엔엑스,kosdaq,2026-06-12,"125,200","131,600","6,400",5.11,"18,622","2,450","6,422"
전자부품 제조업,프리즘시트,073110,엘엠에스,kosdaq,2026-06-12,"6,690","6,780",90,1.35,"9,896",67,603
특수 목적용 기계 제조업,"반도체테스트핸들러,C.O.K(Change Over Kit)",089030,테크윙,kosdaq,2026-06-12,"65,300","68,700","3,400",5.21,"4,155,578","285,488","25,455"
