섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
투자 지주 회사,55601010,LPCV,Launchpad Cadenza Acquisition Corp I,nasdaq,2026-05-29,10.01,10.04,9.98,10.04,0.04,0.4,"50,500",0.51,N/A
투자 지주 회사,55601010,LWAC,LightWave Acquisition Corp,nasdaq,2026-06-15,10.26,10.27,10.27,10.27,0.01,0.1,"12,300",0.13,N/A
투자 지주 회사,55601010,MBVI,M3-Brigade Acquisition VI Corp,nasdaq,2026-06-02,10.16,10.19,10.19,10.19,0.05,0.49,"56,600",0.58,N/A
투자 지주 회사,55601010,MESH,Meshflow Acquisition Corp,nasdaq,2026-07-01,10.02,10.02,10.01,10.02,0.00,0.0,"24,200",0.24,N/A
투자 지주 회사,55601010,MUZE,Muzero Acquisition Corp,nasdaq,2026-06-02,9.94,9.99,9.95,9.99,0.05,0.5,"2,300",0.02,N/A
투자 지주 회사,55601010,NTWO,Newbury Street II Acquisition Corp,nasdaq,2026-05-29,10.67,10.74,10.73,10.74,0.08,0.75,"10,000",0.11,N/A
투자 지주 회사,55601010,OACC,Oaktree Acquisition III Life Sciences Corp,nasdaq,2026-05-11,10.73,10.74,10.66,10.74,0.04,0.37,"4,400",0.05,N/A
투자 지주 회사,55601010,OIM,OneIM Acquisition Corp,nasdaq,2026-07-01,10.11,10.33,10.09,10.20,0.09,0.89,"119,600",1.22,N/A
투자 지주 회사,55601010,ONCH,1rt Acquisition Corp,nasdaq,2026-07-01,10.30,10.36,10.30,10.30,0.00,0.0,"47,200",0.49,N/A
투자 지주 회사,55601010,ONCHU,1RT Acquisition Units,nasdaq,2026-07-01,10.42,10.44,10.42,10.44,0.02,0.19,"1,400",0.01,N/A
투자 지주 회사,55601010,PACH,Pioneer Acquisition I Corp,nasdaq,2026-06-08,10.25,10.26,10.26,10.26,0.02,0.2,400,0.00,N/A
투자 지주 회사,55601010,PCAP,Procap Acquisition Corp,nasdaq,2026-06-29,10.28,10.31,10.30,10.31,0.03,0.24,"16,300",0.17,N/A
투자 지주 회사,55601010,PLMK,Plum Acquisition Corp. IV,nasdaq,2026-06-18,10.67,10.71,10.65,10.67,0.01,0.09,"2,300",0.02,N/A
투자 지주 회사,55601010,PMTR,Perimeter Acquisition I Corp,nasdaq,2026-06-01,10.45,10.45,10.45,10.45,0.00,0.0,"5,500",0.06,N/A
투자 지주 회사,55601010,POLE,Andretti Acquisition Corp. II,nasdaq,2026-07-01,10.77,10.80,10.75,10.79,0.02,0.19,"38,700",0.42,N/A
투자 지주 회사,55601010,PTOR,Praetorian Acquisition Corp,nasdaq,2026-06-04,9.94,9.94,9.94,9.94,0.00,0.0,"7,000",0.07,N/A
투자 지주 회사,55601010,RTACU,Renatus Tactical Acquisition I Units,nasdaq,2026-07-01,11.00,11.04,10.99,11.03,0.03,0.27,"3,800",0.04,N/A
투자 지주 회사,55601010,SCPQ,Social Commerce Partners Corp,nasdaq,2026-07-01,9.99,9.99,9.97,9.99,0.00,0.0,"2,800",0.03,N/A
투자 지주 회사,55601010,SORN,Soren Acquisition Corp,nasdaq,2026-06-01,9.97,9.99,9.96,9.98,0.06,0.6,"35,600",0.36,N/A
투자 지주 회사,55601010,SSEA,Starry Sea Acquisition Corp,nasdaq,2026-06-11,10.25,10.27,10.27,10.27,0.02,0.2,800,0.01,N/A
투자 지주 회사,55601010,SZZL,Sizzle Acquisition Corp II,nasdaq,2026-06-17,10.37,10.39,10.38,10.38,0.01,0.1,"7,600",0.08,N/A
투자 지주 회사,55601010,TACH,Titan Acquisition Corp,nasdaq,2026-07-01,10.44,10.44,10.41,10.44,0.00,0.0,200,0.00,N/A
투자 지주 회사,55601010,TDWD,Tailwind 2.0 Acquisition Corp,nasdaq,2026-06-01,10.06,10.06,10.06,10.06,0.00,0.0,"7,000",0.07,N/A
투자 지주 회사,55601010,TLNC,Talon Capital Corp,nasdaq,2026-07-01,10.35,10.40,10.35,10.38,0.03,0.29,"32,300",0.34,N/A
투자 지주 회사,55601010,TVA,Texas Ventures Acquisition III Corp,nasdaq,2026-07-01,10.56,10.56,10.51,10.56,0.00,0.0,"6,600",0.07,N/A
투자 지주 회사,55601010,TVAI,Thayer Ventures Acquisition II Corp,nasdaq,2026-06-29,10.34,10.35,10.35,10.35,0.01,0.1,"32,000",0.33,N/A
투자 지주 회사,55601010,UYSC,UY Scuti Acquisition Corp,nasdaq,2026-05-27,10.70,10.71,10.70,10.71,0.01,0.09,"1,600",0.02,N/A
투자 지주 회사,55601010,XRPN,Armada Acquisition Corp II,nasdaq,2026-07-01,10.45,10.45,10.43,10.45,0.00,0.0,"11,200",0.12,N/A
특수 REITs,60102040,ADAML,Adamas 6 875 Fixed To Floating Rate Cumulative Redeemable Pref Shs Series F,nasdaq,2026-07-01,24.30,24.36,24.30,24.30,0.00,0.0,"7,100",0.17,N/A
특수 REITs,60102040,ADAMN,Adamas 8 00 Fixed Floating Rate Cumulative Redeemable Pref Shs Series D,nasdaq,2026-06-22,23.44,23.86,23.41,23.86,0.49,2.1,"5,100",0.12,N/A
특수 REITs,60102040,AGNC,AGNC Investment Corp,nasdaq,2026-06-30,10.90,11.00,10.81,11.00,0.21,1.95,"16,136,200",177.50,N/A
특수 REITs,60102040,AGNCL,AGNC Invt Dep Shs Repstg 1 1000Th Pref Shs Series G,nasdaq,2026-07-01,24.78,24.94,24.78,24.85,0.07,0.28,"9,300",0.23,N/A
특수 REITs,60102040,AGNCN,Agnc Invt 1000 DS Repstg Pref Shs Series C,nasdaq,2026-06-16,25.37,25.38,25.25,25.38,0.09,0.38,"27,700",0.70,N/A
특수 REITs,60102040,AGNCO,AGNC Investment DS REP 1/1000 Cumulative Pref Shs Series E,nasdaq,2026-07-01,25.12,25.17,25.11,25.17,0.05,0.2,"28,000",0.70,N/A
특수 REITs,60102040,AGNCP,Agnc Invt 1000 Dep Shs Repstg Cum Red Prf Series F,nasdaq,2026-06-15,24.75,24.79,24.72,24.76,0.05,0.2,"36,600",0.91,N/A
특수 REITs,60102040,AGNCZ,AGNC Investment 8 75 Fixed Rate Cumulative Redeemable Prf Shs Series H,nasdaq,2026-07-01,25.11,25.20,25.08,25.16,0.05,0.2,"31,800",0.80,N/A
특수 REITs,60102040,LAMR,Lamar Advertising Co,nasdaq,2026-07-01,156.64,158.28,156.30,157.56,0.92,0.59,"505,800",79.69,N/A
특수 REITs,60102040,LOAN,Manhattan Bridge Capital Inc,nasdaq,2026-04-17,4.64,4.66,4.54,4.66,0.07,1.53,"46,800",0.22,N/A
특수 REITs,60102040,NHPAP,National Healthcare 7 375 Pref Shs Series A,nasdaq,2026-07-01,23.04,23.10,22.59,23.10,0.06,0.26,"4,700",0.11,N/A
특수 REITs,60102040,NHPBP,National Healthcare 7.125 Cumulative Redeemable Perpetual Pref Shs Series B,nasdaq,2026-06-30,22.55,22.77,22.16,22.77,0.40,1.77,"6,900",0.16,N/A
핀테크,57301010,ACIW,ACI Worldwide Inc,nasdaq,2026-07-01,52.53,54.95,52.81,54.88,2.35,4.47,"1,231,100",67.56,N/A
핀테크,57301010,AFRM,Affirm Holdings Inc,nasdaq,2026-07-01,83.85,86.55,82.55,84.58,0.73,0.87,"3,768,100",318.71,N/A
핀테크,57301010,DAVE,Dave Inc,nasdaq,2026-07-01,383.13,401.93,384.27,387.36,4.23,1.1,"549,200",212.74,N/A
핀테크,57301010,HOOD,Robinhood Markets Inc,nasdaq,2026-07-01,108.65,120.05,110.93,112.73,4.08,3.76,"41,152,400","4,639.11",N/A
핀테크,57301010,MQ,Marqeta Inc,nasdaq,2026-05-04,4.52,17.65,16.48,17.41,13.23,316.51,"1,499,600",26.11,N/A
할인점,53402020,DLTR,Dollar Tree Inc,nasdaq,2026-06-26,123.87,125.49,122.46,124.05,2.90,2.39,"3,261,100",404.54,N/A
할인점,53402020,PSMT,PriceSmart Inc,nasdaq,2026-06-26,196.25,198.28,194.23,197.90,2.61,1.34,"287,000",56.80,N/A
항공사,52406010,JBLU,JetBlue Airways Corp,nasdaq,2026-06-26,6.00,6.18,5.84,6.02,0.10,1.69,"30,693,100",184.77,N/A
항공사,52406010,RYAAY,Ryanair Holdings PLC ADR,nasdaq,2026-06-30,64.75,66.17,64.00,65.49,2.01,3.17,"1,394,600",91.33,N/A
항공우주 및 방위,52101010,AXON,Axon Enterprise Inc,nasdaq,2026-07-01,593.96,603.00,575.82,597.04,3.08,0.52,"1,061,700",633.88,N/A
항공우주 및 방위,52101010,MRCY,Mercury Systems Inc,nasdaq,2026-07-01,123.05,127.81,122.63,126.21,3.16,2.57,"595,300",75.13,N/A
항공우주 및 방위,52101010,VSEC,VSE Corp,nasdaq,2026-07-01,228.75,237.75,226.30,232.33,3.58,1.57,"520,600",120.95,N/A
해양 화물 및 물류,52405020,USEA,United Maritime Corp,nasdaq,2026-06-29,2.63,2.68,2.57,2.66,0.03,1.14,"43,000",0.11,N/A
환경 서비스 및 장비,52203010,CWST,Casella Waste Systems Inc,nasdaq,2026-06-30,96.97,97.71,93.03,97.49,2.13,2.23,"698,000",68.05,N/A
